,Pre Context,Post Context,Current Utterance,No,csi_annotations_final
10336,"Mike Hannigan: Well... hey, the key works...!",,Phoebe Buffay: And you thanks for the face massage. Thank you.,976,[]
10337,,"Joey Tribbiani: Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught me Hot-cross Buns.","TRANSCRIPT_NOTE: [Scene: Ross walks in the hallway to his apartment and stops in front of his own door. Now he hears two recorders playing a song. When he enters, Sandy and Joey are playing the recorder and Rachel listens.]",977,[]
10338,"TRANSCRIPT_NOTE: [Scene: Ross walks in the hallway to his apartment and stops in front of his own door. Now he hears two recorders playing a song. When he enters, Sandy and Joey are playing the recorder and Rachel listens.]",Ross Geller: Really? Sounded like Three Blind Mice.,"Joey Tribbiani: Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught me Hot-cross Buns.",977,"[('Hot-cross Buns', 'M', '3', 'T')]"
10339,"Joey Tribbiani: Yeah! Allright! Hey, hey Ross. Check it out! Sandy taught me Hot-cross Buns.",Joey Tribbiani: Noooo... Three Blind Mice goes like this...,Ross Geller: Really? Sounded like Three Blind Mice.,977,[]
10340,Ross Geller: Really? Sounded like Three Blind Mice.,Ross Geller: I swear to God...!,Joey Tribbiani: Noooo... Three Blind Mice goes like this...,977,"[('Three Blind Mice', 'I', '3', 'I')]"
10341,Joey Tribbiani: Noooo... Three Blind Mice goes like this...,Sandy: Who's up for puppets?,Ross Geller: I swear to God...!,977,[]
10342,Ross Geller: I swear to God...!,Joey Tribbiani: Me! I'm up for puppets!,Sandy: Who's up for puppets?,977,[]
10343,Sandy: Who's up for puppets?,"Sandy: Well, please welcome... The Snufflebumps... Who wants to be mr. Wigglemunch and who's gonna be the Grumpus?",Joey Tribbiani: Me! I'm up for puppets!,977,[]
10344,Joey Tribbiani: Me! I'm up for puppets!,"Ross Geller: Okay, okay... How exactly is a two month old supposed to appreciate puppets?","Sandy: Well, please welcome... The Snufflebumps... Who wants to be mr. Wigglemunch and who's gonna be the Grumpus?",977,"[('The Snufflebumps', 'I', '3', 'I'), ('Mr. Wigglemunch', 'I', '3', 'I'), ('Grumpus', 'I', '3', 'I')]"
10345,"Sandy: Well, please welcome... The Snufflebumps... Who wants to be mr. Wigglemunch and who's gonna be the Grumpus?",Sandy: Actually studies have shown that the movement and colours help their cerebral development... The whimsical characters are just for us.,"Ross Geller: Okay, okay... How exactly is a two month old supposed to appreciate puppets?",977,[]
10346,"Ross Geller: Okay, okay... How exactly is a two month old supposed to appreciate puppets?",Joey Tribbiani: I wanna be mr. Wigglemunch.,Sandy: Actually studies have shown that the movement and colours help their cerebral development... The whimsical characters are just for us.,977,[]
10347,Sandy: Actually studies have shown that the movement and colours help their cerebral development... The whimsical characters are just for us.,Ross Geller: Oh my God!,Joey Tribbiani: I wanna be mr. Wigglemunch.,977,[]
10348,Joey Tribbiani: I wanna be mr. Wigglemunch.,"Sandy: Well, I guess we know who's gonna be the Grumpus...",Ross Geller: Oh my God!,977,[]
10349,Ross Geller: Oh my God!,,"Sandy: Well, I guess we know who's gonna be the Grumpus...",977,[]
10350,,Rachel Green: That was kind of rude!,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's kitchen. Ross got a beer from the refrigerator and opens the bottle. Rachel now also enters the kitchen.],978,"[('beer', 'M', '2', 'T')]"
10351,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's kitchen. Ross got a beer from the refrigerator and opens the bottle. Rachel now also enters the kitchen.],"Ross Geller: Oh, I'm sorry. Please apologise to Sandy and the Snufflebumps for me.",Rachel Green: That was kind of rude!,978,[]
10352,Rachel Green: That was kind of rude!,"Rachel Green: You know, he was just doing his job...","Ross Geller: Oh, I'm sorry. Please apologise to Sandy and the Snufflebumps for me.",978,"[('Snufflebumps', 'I', '3', 'I')]"
10353,"Ross Geller: Oh, I'm sorry. Please apologise to Sandy and the Snufflebumps for me.","Ross Geller: Well, you know what... I-I'm sorry I'm the only one who isn't in love with Gary Poppins out there... But I just... I can't... I can't go through with this.","Rachel Green: You know, he was just doing his job...",978,[]
10354,"Rachel Green: You know, he was just doing his job...","Rachel Green: Oh, come on Ross...","Ross Geller: Well, you know what... I-I'm sorry I'm the only one who isn't in love with Gary Poppins out there... But I just... I can't... I can't go through with this.",978,"[('Gary Poppins', 'I', '3', 'I')]"
10355,"Ross Geller: Well, you know what... I-I'm sorry I'm the only one who isn't in love with Gary Poppins out there... But I just... I can't... I can't go through with this.","Ross Geller: No! Hey, you know what? I'm sorry. I would never force you... to hire someone you were this uncomfortable with...","Rachel Green: Oh, come on Ross...",978,[]
10356,"Rachel Green: Oh, come on Ross...",Rachel Green: Oh... That's true.,"Ross Geller: No! Hey, you know what? I'm sorry. I would never force you... to hire someone you were this uncomfortable with...",978,[]
10357,"Ross Geller: No! Hey, you know what? I'm sorry. I would never force you... to hire someone you were this uncomfortable with...",Ross Geller: Thank you!,Rachel Green: Oh... That's true.,978,[]
10358,Rachel Green: Oh... That's true.,"Rachel Green: Well, you're the one who wants to fire him, so you're gonna have to do it.",Ross Geller: Thank you!,978,[]
10359,Ross Geller: Thank you!,,"Rachel Green: Well, you're the one who wants to fire him, so you're gonna have to do it.",978,[]
10360,,"Chandler Bing: Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at www.hahanotsomuch.com.",TRANSCRIPT_NOTE: [Scene: Monica and Chandler's apartment. Monica and Joey are sitting at the dinner table. Chandler comes from the bedroom with his suitcase.],979,[]
10361,TRANSCRIPT_NOTE: [Scene: Monica and Chandler's apartment. Monica and Joey are sitting at the dinner table. Chandler comes from the bedroom with his suitcase.],"Monica Geller: Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore.","Chandler Bing: Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at www.hahanotsomuch.com.",979,"[('Tulsa', 'E', '2', 'T')]"
10362,"Chandler Bing: Well, I'm off to Tulsa, so if your Maitre D. friend has any funny Oklahoma jokes, tell him to e-mail me at www.hahanotsomuch.com.","Chandler Bing: Really...? See... that's the thing: you gotta keep it smart, people!","Monica Geller: Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore.",979,"[('sexist joke', 'O', '3', 'I')]"
10363,"Monica Geller: Honey, you can relax. Last night at work, Geoffrey told this really sexist joke. After that, not so funny anymore.","Monica Geller: Okay, don't miss that flight. You know I love you.","Chandler Bing: Really...? See... that's the thing: you gotta keep it smart, people!",979,[]
10364,"Chandler Bing: Really...? See... that's the thing: you gotta keep it smart, people!",Chandler Bing: I love you too. And... I like you as a friend.,"Monica Geller: Okay, don't miss that flight. You know I love you.",979,[]
10365,"Monica Geller: Okay, don't miss that flight. You know I love you.",Joey Tribbiani: Allright. See you later!,Chandler Bing: I love you too. And... I like you as a friend.,979,[]
10366,Chandler Bing: I love you too. And... I like you as a friend.,Chandler Bing: See ya!,Joey Tribbiani: Allright. See you later!,979,[]
10367,Joey Tribbiani: Allright. See you later!,Joey Tribbiani: Did that guy really make that joke?,Chandler Bing: See ya!,979,[]
10368,Chandler Bing: See ya!,"Monica Geller: Naaaa... He still kills me. Last night he had me laughing so hard, I swear... a little pee came out.",Joey Tribbiani: Did that guy really make that joke?,979,[]
10369,Joey Tribbiani: Did that guy really make that joke?,,"Monica Geller: Naaaa... He still kills me. Last night he had me laughing so hard, I swear... a little pee came out.",979,[]
10370,,"Sandy: And what's the one kind of boat that can never, ever sink?","TRANSCRIPT_NOTE: [Scene: Joey's apartment. Joey and Sandy are sitting at the kitchen counter. Joey is holding mr. Wigglemunch, and Sandy holds the Grumpus.]",980,[]
10371,"TRANSCRIPT_NOTE: [Scene: Joey's apartment. Joey and Sandy are sitting at the kitchen counter. Joey is holding mr. Wigglemunch, and Sandy holds the Grumpus.]",Joey Tribbiani: What kind?,"Sandy: And what's the one kind of boat that can never, ever sink?",980,[]
10372,"Sandy: And what's the one kind of boat that can never, ever sink?",Sandy: A friend-ship...,Joey Tribbiani: What kind?,980,[]
10373,Joey Tribbiani: What kind?,Joey Tribbiani: Wow! You blow my mind...,Sandy: A friend-ship...,980,[]
10374,Sandy: A friend-ship...,"Sandy: Oh, I gotta go.",Joey Tribbiani: Wow! You blow my mind...,980,[]
10375,Joey Tribbiani: Wow! You blow my mind...,Joey Tribbiani: Aaahh... How much do I owe you?,"Sandy: Oh, I gotta go.",980,[]
10376,"Sandy: Oh, I gotta go.",Sandy: Twenty bucks.,Joey Tribbiani: Aaahh... How much do I owe you?,980,[]
10377,Joey Tribbiani: Aaahh... How much do I owe you?,Joey Tribbiani: It's like the cheapest college ever.,Sandy: Twenty bucks.,980,"[('Twenty bucks', 'F', '2', 'I')]"
10378,Sandy: Twenty bucks.,,Joey Tribbiani: It's like the cheapest college ever.,980,[]
10379,,Rachel Green: Hi.,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Rachel enters the apartment.],981,[]
10380,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Rachel enters the apartment.],Ross Geller: Hi.,Rachel Green: Hi.,981,[]
10381,Rachel Green: Hi.,"Rachel Green: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!",Ross Geller: Hi.,981,[]
10382,Ross Geller: Hi.,Ross Geller: Guess what? I made Emma laugh today.,"Rachel Green: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!",981,[]
10383,"Rachel Green: I just finished getting Phoebe all dressed to meet Mike's parents. She's so nervous, it's so sweet!",Rachel Green: You WHAT? And I missed it? Because I was giving a makeover to that stupid hippie?,Ross Geller: Guess what? I made Emma laugh today.,981,[]
10384,Ross Geller: Guess what? I made Emma laugh today.,"Ross Geller: Yeah, and it was uhm... it was like a real little person laugh too. It was... it was like uhm... Only... only not creepy.",Rachel Green: You WHAT? And I missed it? Because I was giving a makeover to that stupid hippie?,981,[]
10385,Rachel Green: You WHAT? And I missed it? Because I was giving a makeover to that stupid hippie?,"Rachel Green: Well... well, what did you do to make her laugh?","Ross Geller: Yeah, and it was uhm... it was like a real little person laugh too. It was... it was like uhm... Only... only not creepy.",981,[]
10386,"Ross Geller: Yeah, and it was uhm... it was like a real little person laugh too. It was... it was like uhm... Only... only not creepy.","Ross Geller: I uhm... Well, I sang... well actually I rapped... Baby Got Back...","Rachel Green: Well... well, what did you do to make her laugh?",981,[]
10387,"Rachel Green: Well... well, what did you do to make her laugh?",Rachel Green: You WHAT? You sang... to our baby daughter... a song about a guy who likes to have sex with women with giant asses?,"Ross Geller: I uhm... Well, I sang... well actually I rapped... Baby Got Back...",981,"[('Baby Got Back', 'F', '3', 'I')]"
10388,"Ross Geller: I uhm... Well, I sang... well actually I rapped... Baby Got Back...","Ross Geller: But you know what, if you think about it, it actually promotes a healthy uhm... body image... because... even big butts or uhm... juicy doubles.",Rachel Green: You WHAT? You sang... to our baby daughter... a song about a guy who likes to have sex with women with giant asses?,981,"[('a guy who likes to have sex with women with giant asses', 'F', '3', 'I'), ('a guy who likes to have sex with women with giant asses', 'O', '3', 'I'), ('a guy who likes to have sex with women with giant asses', 'T', '3', 'I')]"
10389,Rachel Green: You WHAT? You sang... to our baby daughter... a song about a guy who likes to have sex with women with giant asses?,Rachel Green: owwwww...,"Ross Geller: But you know what, if you think about it, it actually promotes a healthy uhm... body image... because... even big butts or uhm... juicy doubles.",981,"[('big butts', 'F', '2', 'I'), ('juicy doubles', 'F', '3', 'I')]"
10390,"Ross Geller: But you know what, if you think about it, it actually promotes a healthy uhm... body image... because... even big butts or uhm... juicy doubles.",Ross Geller: Please don't take her away from me!,Rachel Green: owwwww...,981,[]
10391,Rachel Green: owwwww...,,Ross Geller: Please don't take her away from me!,981,[]
10392,,"Rachel Green: Okay... aahhh... Please laugh for mommy... Please? Please laugh for mommy... Not funny huh? Oh so, is it... only offensive novelty rap? Or maybe just, you know, rap in general? 'Cause mommy can rap... My name is mommy and I'm here to say / that all the babies are... Oh, I can't rap... Allright sweetheart... This is only because I love you so much, and I know that you're not gonna tell anybody... I like... big butts and I cannot lie... / You other brothers can't deny... / when a girl walks in with an itty bitty waist and a round thing in your face... Yes! Yes! Yes! YES! Oohhhhh! Oh! I like big butts and I cannot lie... / You other brothers can't deny... Oh Emma you're laughing! Oh you are, you really do like big butts, don't you. Oh you beautiful little weirdo...",TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Emma is sitting in her chair on the apothecary table and Rachel is trying to make her laugh.],982,[]
10393,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Emma is sitting in her chair on the apothecary table and Rachel is trying to make her laugh.],Ross Geller: Hey!,"Rachel Green: Okay... aahhh... Please laugh for mommy... Please? Please laugh for mommy... Not funny huh? Oh so, is it... only offensive novelty rap? Or maybe just, you know, rap in general? 'Cause mommy can rap... My name is mommy and I'm here to say / that all the babies are... Oh, I can't rap... Allright sweetheart... This is only because I love you so much, and I know that you're not gonna tell anybody... I like... big butts and I cannot lie... / You other brothers can't deny... / when a girl walks in with an itty bitty waist and a round thing in your face... Yes! Yes! Yes! YES! Oohhhhh! Oh! I like big butts and I cannot lie... / You other brothers can't deny... Oh Emma you're laughing! Oh you are, you really do like big butts, don't you. Oh you beautiful little weirdo...",982,"[('rap', 'F', '2', 'I'), ('big butts', 'O', '2', 'I'), ('itty bitty waist', 'O', '2', 'I'), ('round thing in your face', 'O', '2', 'I')]"
10394,"Rachel Green: Okay... aahhh... Please laugh for mommy... Please? Please laugh for mommy... Not funny huh? Oh so, is it... only offensive novelty rap? Or maybe just, you know, rap in general? 'Cause mommy can rap... My name is mommy and I'm here to say / that all the babies are... Oh, I can't rap... Allright sweetheart... This is only because I love you so much, and I know that you're not gonna tell anybody... I like... big butts and I cannot lie... / You other brothers can't deny... / when a girl walks in with an itty bitty waist and a round thing in your face... Yes! Yes! Yes! YES! Oohhhhh! Oh! I like big butts and I cannot lie... / You other brothers can't deny... Oh Emma you're laughing! Oh you are, you really do like big butts, don't you. Oh you beautiful little weirdo...","Rachel Green: Oh you missed it. She was laughing. Oh it was amazing. It was amazing. It was the most beautiful, beautiful sound that...",Ross Geller: Hey!,982,[]
10395,Ross Geller: Hey!,"Ross Geller: Oh I know, isn't it? Ooh... what'd you do to get her to laugh?","Rachel Green: Oh you missed it. She was laughing. Oh it was amazing. It was amazing. It was the most beautiful, beautiful sound that...",982,[]
10396,"Rachel Green: Oh you missed it. She was laughing. Oh it was amazing. It was amazing. It was the most beautiful, beautiful sound that...","Rachel Green: Oh! You know, I just... couple of things I tried ... I just sang a little doo... Itsy Bitsy Spider...","Ross Geller: Oh I know, isn't it? Ooh... what'd you do to get her to laugh?",982,[]
10397,"Ross Geller: Oh I know, isn't it? Ooh... what'd you do to get her to laugh?",Ross Geller: You sang Baby Got Back didn't you?,"Rachel Green: Oh! You know, I just... couple of things I tried ... I just sang a little doo... Itsy Bitsy Spider...",982,"[('Itsy Bitsy Spider', 'F', '2', 'I')]"
10398,"Rachel Green: Oh! You know, I just... couple of things I tried ... I just sang a little doo... Itsy Bitsy Spider...",Rachel Green: Nothing else worked. That girl is all about the ass...,Ross Geller: You sang Baby Got Back didn't you?,982,[]
10399,Ross Geller: You sang Baby Got Back didn't you?,,Rachel Green: Nothing else worked. That girl is all about the ass...,982,"[('all about the ass', 'F', '3', 'I'), ('all about the ass', 'O', '3', 'I')]"
10400,,"Phoebe Buffay: ...and then it goes back to the chorus... Smelly cat, Sme-lly ca-t / I-t's not your fau-lt. And that's the end of the song... I realise that you didn't ask to hear it, but uhm... no-one had spoken in seventeen minutes.","TRANSCRIPT_NOTE: [Scene: Mike's parents house, the dining room. Mike, Phoebe, Mike's parents and the Angles are there.]",983,"[('The Angles', 'I', '2', 'I')]"
10401,"TRANSCRIPT_NOTE: [Scene: Mike's parents house, the dining room. Mike, Phoebe, Mike's parents and the Angles are there.]",Mike Hannigan: Phoebe writes lots of great songs. Wha... What was that one you sang the other night that everybody just loved?,"Phoebe Buffay: ...and then it goes back to the chorus... Smelly cat, Sme-lly ca-t / I-t's not your fau-lt. And that's the end of the song... I realise that you didn't ask to hear it, but uhm... no-one had spoken in seventeen minutes.",983,[]
10402,"Phoebe Buffay: ...and then it goes back to the chorus... Smelly cat, Sme-lly ca-t / I-t's not your fau-lt. And that's the end of the song... I realise that you didn't ask to hear it, but uhm... no-one had spoken in seventeen minutes.","Phoebe Buffay: Oh, Pervert Parade?",Mike Hannigan: Phoebe writes lots of great songs. Wha... What was that one you sang the other night that everybody just loved?,983,[]
10403,Mike Hannigan: Phoebe writes lots of great songs. Wha... What was that one you sang the other night that everybody just loved?,Mike Hannigan: No...,"Phoebe Buffay: Oh, Pervert Parade?",983,"[('Pervert Parade', 'S', '3', 'I'), ('Pervert', 'O', '3', 'I'), ('Pervert', 'T', '3', 'I')]"
10404,"Phoebe Buffay: Oh, Pervert Parade?","Phoebe Buffay: Oh, Ode To A Pubic Hair?",Mike Hannigan: No...,983,[]
10405,Mike Hannigan: No...,Mike Hannigan: Stop!,"Phoebe Buffay: Oh, Ode To A Pubic Hair?",983,"[('Ode To A Pubic Hair', 'F', '3', 'I'), ('Pubic Hair', 'O', '3', 'I'), ('Pubic Hair', 'T', '3', 'I')]"
10406,"Phoebe Buffay: Oh, Ode To A Pubic Hair?",Phoebe Buffay: Oh God! Is that veal?,Mike Hannigan: Stop!,983,[]
10407,Mike Hannigan: Stop!,"Mike Hannigan: Mom, I thought I told you... Phoebe's a vegetarian.",Phoebe Buffay: Oh God! Is that veal?,983,"[('veal', 'E', '3', 'T'), ('veal', 'E', '3', 'NA')]"
10408,Phoebe Buffay: Oh God! Is that veal?,Bitsy Hannigan: Oh!,"Mike Hannigan: Mom, I thought I told you... Phoebe's a vegetarian.",983,[]
10409,"Mike Hannigan: Mom, I thought I told you... Phoebe's a vegetarian.","Phoebe Buffay: Oh no, no, no, no... That's okay, that's okay... I mean, I'm... I am a vegetarian... except for veal... Yeah no, veal I love...",Bitsy Hannigan: Oh!,983,[]
10410,Bitsy Hannigan: Oh!,Mike Hannigan: Phoebe you don't have to eat...,"Phoebe Buffay: Oh no, no, no, no... That's okay, that's okay... I mean, I'm... I am a vegetarian... except for veal... Yeah no, veal I love...",983,"[('veal', 'M', '2', 'T'), ('veal', 'T', '2', 'I')]"
10411,"Phoebe Buffay: Oh no, no, no, no... That's okay, that's okay... I mean, I'm... I am a vegetarian... except for veal... Yeah no, veal I love...","Phoebe Buffay: No, no, no, I actually it's any baby animals: kittens, fish babies... You know... especially veal... and this, this nice vein of fat running through it... Hmmm... yummy Hmmm...",Mike Hannigan: Phoebe you don't have to eat...,983,[]
10412,Mike Hannigan: Phoebe you don't have to eat...,Mike Hannigan: So...? What do you think?,"Phoebe Buffay: No, no, no, I actually it's any baby animals: kittens, fish babies... You know... especially veal... and this, this nice vein of fat running through it... Hmmm... yummy Hmmm...",983,[]
10413,"Phoebe Buffay: No, no, no, I actually it's any baby animals: kittens, fish babies... You know... especially veal... and this, this nice vein of fat running through it... Hmmm... yummy Hmmm...",,Mike Hannigan: So...? What do you think?,983,[]
10414,,"Phoebe Buffay: Hey, does Monica know about her broken plates yet?","TRANSCRIPT_NOTE: [Scene: Chandler is packing the broken china in its box. He's taping up the top of box so thoroughly, there isn't an inch of cardboard which isn't covered in tape. He is struggling with the tape dispenser.]",984,"[('china', 'M', '2', 'T')]"
10415,"TRANSCRIPT_NOTE: [Scene: Chandler is packing the broken china in its box. He's taping up the top of box so thoroughly, there isn't an inch of cardboard which isn't covered in tape. He is struggling with the tape dispenser.]",Chandler Bing: Nope...,"Phoebe Buffay: Hey, does Monica know about her broken plates yet?",984,[]
10416,"Phoebe Buffay: Hey, does Monica know about her broken plates yet?","Phoebe Buffay: Broke them all, huh?",Chandler Bing: Nope...,984,[]
10417,Chandler Bing: Nope...,Chandler Bing: Yep...,"Phoebe Buffay: Broke them all, huh?",984,[]
10418,"Phoebe Buffay: Broke them all, huh?",Phoebe Buffay: You gonna tell her?,Chandler Bing: Yep...,984,[]
10419,Chandler Bing: Yep...,"Chandler Bing: Nope... Hey... so I'm gonna... put the plates back. You know, I think you were right, I don't think we should use these plates again for a looong time.",Phoebe Buffay: You gonna tell her?,984,[]
10420,Phoebe Buffay: You gonna tell her?,Monica Geller: Like only if the queen comes?,"Chandler Bing: Nope... Hey... so I'm gonna... put the plates back. You know, I think you were right, I don't think we should use these plates again for a looong time.",984,[]
10421,"Chandler Bing: Nope... Hey... so I'm gonna... put the plates back. You know, I think you were right, I don't think we should use these plates again for a looong time.",Chandler Bing: Maybe not even then.,Monica Geller: Like only if the queen comes?,984,[]
10422,Monica Geller: Like only if the queen comes?,"Joey Tribbiani: Hey! I did it. I called my producer. I told him I had a family emergency, he totally bought it. Thanks for teaching me how to lie Pheebs.",Chandler Bing: Maybe not even then.,984,[]
10423,Chandler Bing: Maybe not even then.,Phoebe Buffay: No problem! Next week: stealing...,"Joey Tribbiani: Hey! I did it. I called my producer. I told him I had a family emergency, he totally bought it. Thanks for teaching me how to lie Pheebs.",984,[]
10424,"Joey Tribbiani: Hey! I did it. I called my producer. I told him I had a family emergency, he totally bought it. Thanks for teaching me how to lie Pheebs.",Monica Geller: Bye plates!,Phoebe Buffay: No problem! Next week: stealing...,984,[]
10425,Phoebe Buffay: No problem! Next week: stealing...,"Joey Tribbiani: Oh, you told her you broke all the plates, huh?",Monica Geller: Bye plates!,984,[]
10426,Monica Geller: Bye plates!,Monica Geller: What? Something happened with the plates?,"Joey Tribbiani: Oh, you told her you broke all the plates, huh?",984,[]
10427,"Joey Tribbiani: Oh, you told her you broke all the plates, huh?",Joey Tribbiani: Uhm... Yeah... this uhm... raccoon came in...,Monica Geller: What? Something happened with the plates?,984,[]
10428,Monica Geller: What? Something happened with the plates?,,Joey Tribbiani: Uhm... Yeah... this uhm... raccoon came in...,984,"[('raccoon', 'E', '2', 'T')]"
10429,,"Monica Geller: Chandler, you have to tell Joey that you're not in Tulsa.",TRANSCRIPT_NOTE: [Scene: Monica and Chandler's apartment. Chandler is seated in the chair and Monica stands behind the sofa.],985,[]
10430,TRANSCRIPT_NOTE: [Scene: Monica and Chandler's apartment. Chandler is seated in the chair and Monica stands behind the sofa.],"Chandler Bing: Don't you think it's better for him to think that you're cheating on me, than for him to think that I'm cheating on him? I heard it.","Monica Geller: Chandler, you have to tell Joey that you're not in Tulsa.",985,"[('Tulsa', 'I', '3', 'I')]"
10431,"Monica Geller: Chandler, you have to tell Joey that you're not in Tulsa.",Monica Geller: I don't want him to think that I'm having an affair.,"Chandler Bing: Don't you think it's better for him to think that you're cheating on me, than for him to think that I'm cheating on him? I heard it.",985,[]
10432,"Chandler Bing: Don't you think it's better for him to think that you're cheating on me, than for him to think that I'm cheating on him? I heard it.",Chandler Bing: All right. I've got a plan. I'll go down the fire escape.,Monica Geller: I don't want him to think that I'm having an affair.,985,"[('affair', 'I', '2', 'I')]"
10433,Monica Geller: I don't want him to think that I'm having an affair.,"Monica Geller: Yes, because all good plans start with, ""I'll go down the fire escape.""",Chandler Bing: All right. I've got a plan. I'll go down the fire escape.,985,[]
10434,Chandler Bing: All right. I've got a plan. I'll go down the fire escape.,"Chandler Bing: Hear me out woman. I'll go down the fire escape. Then, I'll wait for a while. Then, when I come up the stairs, it'll be just like I just got back from Tulsa. Then, Joey and I will come in and see that there's no guy in here.","Monica Geller: Yes, because all good plans start with, ""I'll go down the fire escape.""",985,[]
10435,"Monica Geller: Yes, because all good plans start with, ""I'll go down the fire escape.""",Monica Geller: Aren't you afraid that Joey's going to figure all of this out? I heard it.,"Chandler Bing: Hear me out woman. I'll go down the fire escape. Then, I'll wait for a while. Then, when I come up the stairs, it'll be just like I just got back from Tulsa. Then, Joey and I will come in and see that there's no guy in here.",985,"[('Tulsa', 'I', '3', 'I')]"
10436,"Chandler Bing: Hear me out woman. I'll go down the fire escape. Then, I'll wait for a while. Then, when I come up the stairs, it'll be just like I just got back from Tulsa. Then, Joey and I will come in and see that there's no guy in here.",Chandler Bing: I'm just going to wait for a little while.,Monica Geller: Aren't you afraid that Joey's going to figure all of this out? I heard it.,985,[]
10437,Monica Geller: Aren't you afraid that Joey's going to figure all of this out? I heard it.,Monica Geller: Scary pigeon's back?,Chandler Bing: I'm just going to wait for a little while.,985,[]
10438,Chandler Bing: I'm just going to wait for a little while.,Chandler Bing: It's huge.,Monica Geller: Scary pigeon's back?,985,[]
10439,Monica Geller: Scary pigeon's back?,,Chandler Bing: It's huge.,985,[]
10440,,"Mike Hannigan: So, except for the fermentation process, beer and ale are basically the same thing. Fascinating isn't it.",TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Mike is reading from a book.],986,[]
10441,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Mike is reading from a book.],"Ross Geller: Maybe you should look up ""fascinating.""","Mike Hannigan: So, except for the fermentation process, beer and ale are basically the same thing. Fascinating isn't it.",986,"[('beer', 'M', '2', 'T'), ('ale', 'M', '2', 'T')]"
10442,"Mike Hannigan: So, except for the fermentation process, beer and ale are basically the same thing. Fascinating isn't it.",Mike Hannigan: I'll get it. Hello? Ross's place. Mike speaking. It's for you.,"Ross Geller: Maybe you should look up ""fascinating.""",986,[]
10443,"Ross Geller: Maybe you should look up ""fascinating.""",Ross Geller: I don't understand what just happened here.,Mike Hannigan: I'll get it. Hello? Ross's place. Mike speaking. It's for you.,986,[]
10444,Mike Hannigan: I'll get it. Hello? Ross's place. Mike speaking. It's for you.,,Ross Geller: I don't understand what just happened here.,986,[]
10445,,TRANSCRIPT_NOTE: Central Perk. Phoebe and Mike are on the sofa. Ross enters.],"TRANSCRIPT_NOTE: [Scene: Ross and Rachel's apartment. Rachel and Phoebe enter.) RACHEL: Hi. (Everyone exchanges greetings.) ROSS: Oh God. (He hugs Rachel) RACHEL: Oh . . . MIKE: I'm so glad you're back. (He hugs Phoebe.) PHOEBE: Oh. RACHEL: Wow. So, what did you guys do? ROSS: Oh, you know . . . we just drank some beer and Mike played with the boundaries of normal social conduct. MIKE: It's true. I did. PHOEBE: (pause) Well, good bye. (Okays, and good byes are exchanged all around.) RACHEL: That was fun Pheebs. PHOEBE: I know. That was fun. (She and Mike exit.) RACHEL: See you guys. (She closes the door.) ROSS: Rachel, lock the door. Lock the door, seriously. RACHEL: Oh shoot. I forgot to pay Phoebe for the drinks. (She exits to the hallway and closes the door behind her.) Wait, wait. Sorry. Did he call? Did that guy call? MIKE: No. Just his mom. RACHEL: Oh, around 8:30? MIKE: Yeah. RACHEL: Then, again at 9:00? MIKE: (nods) uh-huh. RACHEL: Yeah. (Inside the apartment the phone rings. Ross answers it.) ROSS: Hello. (listens) Ah, no, she's not here right now. Can I take a message? (grabs a pad and pen) Bill from the bar? (writes) Okay, ""Bill from the bar."" I'll make sure she gets your number. (He hangs up the phone and tears the note off the pad. Then, he stops and re-reads it. Rachel enters.) RACHEL: Aaah. (She goes to tend Emma.) ROSS: So, ah . . . So, how was it? Uh, did you guys. . . Did you guys have a good time? RACHEL: Oh, it was so much fun. It felt so good to be out. ROSS: (holds up the message) Uh, Rach. RACHEL: (still looking at Emma) Yeah? ROSS: (pauses, then crunches up the note and stuffs it in his pocket.) Never mind. [END]",987,"[('beer', 'M', '2', 'T')]"
