,Pre Context,Post Context,Current Utterance,No,csi items,categories,foreignness,level,corresponding_values,corresponding_values_filtered,csi_items_all,csi_items_fil
9543,Joey Tribbiani: Yeah.,"Joey Tribbiani: Oh, I just...I feel terrible.","Chandler Bing: Okay. So uh, Ross is kinda bummed huh?",899,[],[],[],[],[],[],0,0
9544,"Chandler Bing: Okay. So uh, Ross is kinda bummed huh?","Chandler Bing: Well, it's not your fault. What are you gonna do? Not take her to the hospital? Y'know? You're doing nothing wrong. Except for harboring an all consuming love for the woman whose carrying his baby. Richard? If-if you're in there, could you pass me my credit card?","Joey Tribbiani: Oh, I just...I feel terrible.",899,[],[],[],[],[],[],0,0
9545,"Joey Tribbiani: Oh, I just...I feel terrible.",,"Chandler Bing: Well, it's not your fault. What are you gonna do? Not take her to the hospital? Y'know? You're doing nothing wrong. Except for harboring an all consuming love for the woman whose carrying his baby. Richard? If-if you're in there, could you pass me my credit card?",899,"['credit card', 'harboring an all consuming love for the woman whose carrying his baby']","['M', 'T']","['2', '2']","['T', 'I']","[('credit card', 'M', '2', 'T'), ('harboring an all consuming love for the woman whose carrying his baby', 'T', '2', 'I')]","[('credit card', 'M', '2', 'T'), ('harboring an all consuming love for the woman whose carrying his baby', 'T', '2', 'I')]",2,2
9546,,"Chandler Bing: Not to shabby, I got this all off myself...using my wife's tools. Oh my God!","TRANSCRIPT_NOTE: [Scene: Monica and Chandler's, Chandler is pounding out the hinge pins on the closet door to get it open.]",900,['hinge pins'],['M'],['2'],['T'],"[('hinge pins', 'M', '2', 'T')]","[('hinge pins', 'M', '2', 'T')]",1,1
9547,"TRANSCRIPT_NOTE: [Scene: Monica and Chandler's, Chandler is pounding out the hinge pins on the closet door to get it open.]",Monica Geller: How did you get in there?!,"Chandler Bing: Not to shabby, I got this all off myself...using my wife's tools. Oh my God!",900,"[""wife's tools"", 'not to shabby']","['M', 'F']","['2', '2']","['T', 'I']","[(""wife's tools"", 'M', '2', 'T'), ('not to shabby', 'F', '2', 'I')]","[(""wife's tools"", 'M', '2', 'T'), ('not to shabby', 'F', '2', 'I')]",2,2
9548,"Chandler Bing: Not to shabby, I got this all off myself...using my wife's tools. Oh my God!",Chandler Bing: You're messy.,Monica Geller: How did you get in there?!,900,['got in there'],['G'],['1'],['I'],"[('got in there', 'G', '1', 'I')]",[],1,0
9549,Monica Geller: How did you get in there?!,Monica Geller: Oh no! You weren't supposed to see this!,Chandler Bing: You're messy.,900,['messy'],['F'],['1'],['I'],"[('messy', 'F', '1', 'I')]",[],1,0
9550,Chandler Bing: You're messy.,Chandler Bing: I married Fred Sanford!,Monica Geller: Oh no! You weren't supposed to see this!,900,[],[],[],[],[],[],0,0
9551,Monica Geller: Oh no! You weren't supposed to see this!,"Monica Geller: No Chandler, you don't understand! Okay! Okay! Okay! Fine! Now you know. Okay? I'm y'know...I'm sick.",Chandler Bing: I married Fred Sanford!,900,['Fred Sanford'],['I'],['3'],['I'],"[('Fred Sanford', 'I', '3', 'I')]","[('Fred Sanford', 'I', '3', 'I')]",1,1
9552,Chandler Bing: I married Fred Sanford!,"Chandler Bing: No, honey you're not sick! Look, I don't love you because you're organized, I love you in spite of that.","Monica Geller: No Chandler, you don't understand! Okay! Okay! Okay! Fine! Now you know. Okay? I'm y'know...I'm sick.",900,"[""y'know""]",['G'],['2'],['I'],"[(""y'know"", 'G', '2', 'I')]","[(""y'know"", 'G', '2', 'I')]",1,1
9553,"Monica Geller: No Chandler, you don't understand! Okay! Okay! Okay! Fine! Now you know. Okay? I'm y'know...I'm sick.",Monica Geller: Really? You promise you won't tell anyone?,"Chandler Bing: No, honey you're not sick! Look, I don't love you because you're organized, I love you in spite of that.",900,[],[],[],[],[],[],0,0
9554,"Chandler Bing: No, honey you're not sick! Look, I don't love you because you're organized, I love you in spite of that.","Chandler Bing: Yes! And look, now that I know if I got some extra stuff lying around can we, can we share the closet.",Monica Geller: Really? You promise you won't tell anyone?,900,['promise'],['G'],['1'],['I'],"[('promise', 'G', '1', 'I')]",[],1,0
9555,Monica Geller: Really? You promise you won't tell anyone?,Monica Geller: Well...it's just umm...I'm afraid you might mess it up.,"Chandler Bing: Yes! And look, now that I know if I got some extra stuff lying around can we, can we share the closet.",900,['closet'],['M'],['1'],['F'],"[('closet', 'M', '1', 'F')]",[],1,0
9556,"Chandler Bing: Yes! And look, now that I know if I got some extra stuff lying around can we, can we share the closet.",,Monica Geller: Well...it's just umm...I'm afraid you might mess it up.,900,[],[],[],[],[],[],0,0
9557,,Chandler Bing: Hey.,"TRANSCRIPT_NOTE: [Scene: Joey and Rachel's, Joey is drinking a gallon of orange juice as Chandler enters.]",901,['gallon of orange juice'],['M'],['2'],['T'],"[('gallon of orange juice', 'M', '2', 'T')]","[('gallon of orange juice', 'M', '2', 'T')]",1,1
9558,"TRANSCRIPT_NOTE: [Scene: Joey and Rachel's, Joey is drinking a gallon of orange juice as Chandler enters.]",Joey Tribbiani: Hey.,Chandler Bing: Hey.,901,['Hey'],['G'],['1'],['I'],"[('Hey', 'G', '1', 'I')]",[],1,0
9559,Chandler Bing: Hey.,Chandler Bing: So Rachel's all moved out huh? How are you taking it?,Joey Tribbiani: Hey.,901,[],[],[],[],[],[],0,0
9560,Joey Tribbiani: Hey.,"Joey Tribbiani: Well uh, I wanted to have a few beers, but uh, I got rid of those because Rachel couldn't stand the smell of them. But I have thrown back a lot of orange juice with calcium though. And uh, it's a couple weeks past it's expiration date, so it's got a bit of a kick.",Chandler Bing: So Rachel's all moved out huh? How are you taking it?,901,[],[],[],[],[],[],0,0
9561,Chandler Bing: So Rachel's all moved out huh? How are you taking it?,Chandler Bing: Are you okay?,"Joey Tribbiani: Well uh, I wanted to have a few beers, but uh, I got rid of those because Rachel couldn't stand the smell of them. But I have thrown back a lot of orange juice with calcium though. And uh, it's a couple weeks past it's expiration date, so it's got a bit of a kick.",901,[],[],[],[],[],[],0,0
9562,"Joey Tribbiani: Well uh, I wanted to have a few beers, but uh, I got rid of those because Rachel couldn't stand the smell of them. But I have thrown back a lot of orange juice with calcium though. And uh, it's a couple weeks past it's expiration date, so it's got a bit of a kick.","Joey Tribbiani: Are you kidding me? I'm great! Yeah, I'm uh; I'm better than great. I am good. And now that she's gone, I can uh, I can do all this stuff around here that I couldn't do before. Y'know? Like umm, I can walk around naked again. Y'know? I can uh, I can watch porn in the living room. Right? This is uh, this is good for me. Y'know? I like being on my own, I'm uh, better off this way. I'm uh, a lone wolf. Y'know? A loner. Alone. All alone. Forever. What's a wolf got to do to get a huh around here?!",Chandler Bing: Are you okay?,901,[],[],[],[],[],[],0,0
9563,Chandler Bing: Are you okay?,,"Joey Tribbiani: Are you kidding me? I'm great! Yeah, I'm uh; I'm better than great. I am good. And now that she's gone, I can uh, I can do all this stuff around here that I couldn't do before. Y'know? Like umm, I can walk around naked again. Y'know? I can uh, I can watch porn in the living room. Right? This is uh, this is good for me. Y'know? I like being on my own, I'm uh, better off this way. I'm uh, a lone wolf. Y'know? A loner. Alone. All alone. Forever. What's a wolf got to do to get a huh around here?!",901,"['lone wolf', 'loner', 'porn']","['F', 'F', 'O']","['2', '2', '3']","['I', 'I', 'I']","[('lone wolf', 'F', '2', 'I'), ('loner', 'F', '2', 'I'), ('porn', 'O', '3', 'I')]","[('lone wolf', 'F', '2', 'I'), ('loner', 'F', '2', 'I'), ('porn', 'O', '3', 'I')]",3,3
9564,,Monica Geller: Ohhh.,"TRANSCRIPT_NOTE: [Scene: Phoebe's Apartment, Phoebe is giving Monica another massage.]",902,"['massage', 'giving massage']","['M', 'G']","['2', '2']","['I', 'I']","[('massage', 'M', '2', 'I'), ('giving massage', 'G', '2', 'I')]","[('massage', 'M', '2', 'I'), ('giving massage', 'G', '2', 'I')]",2,2
9565,"TRANSCRIPT_NOTE: [Scene: Phoebe's Apartment, Phoebe is giving Monica another massage.]",Phoebe Buffay: That's it. Just relax.,Monica Geller: Ohhh.,902,[],[],[],[],[],[],0,0
9566,Monica Geller: Ohhh.,Monica Geller: Ohh. Oh! Ohh!,Phoebe Buffay: That's it. Just relax.,902,[],[],[],[],[],[],0,0
9567,Phoebe Buffay: That's it. Just relax.,Phoebe Buffay: Come on more!,Monica Geller: Ohh. Oh! Ohh!,902,[],[],[],[],[],[],0,0
9568,Monica Geller: Ohh. Oh! Ohh!,Monica Geller: Oh God!,Phoebe Buffay: Come on more!,902,['Come on'],['G'],['1'],['I'],"[('Come on', 'G', '1', 'I')]",[],1,0
9569,Phoebe Buffay: Come on more!,"Phoebe Buffay: Yeah, you like that don't you?",Monica Geller: Oh God!,902,['Oh God!'],['F'],['1'],['I'],"[('Oh God!', 'F', '1', 'I')]",[],1,0
9570,Monica Geller: Oh God!,Monica Geller: Oh yeah right there!,"Phoebe Buffay: Yeah, you like that don't you?",902,"[""yeah, you like that don't you""]",['G'],['1'],['I'],"[(""yeah, you like that don't you"", 'G', '1', 'I')]",[],1,0
9571,"Phoebe Buffay: Yeah, you like that don't you?",Phoebe Buffay: You want it there? You take it there baby!,Monica Geller: Oh yeah right there!,902,[],[],[],[],[],[],0,0
9572,Monica Geller: Oh yeah right there!,Monica Geller: Uh Phoebe?,Phoebe Buffay: You want it there? You take it there baby!,902,['You want it there? You take it there baby!'],['F'],['3'],['I'],"[('You want it there? You take it there baby!', 'F', '3', 'I')]","[('You want it there? You take it there baby!', 'F', '3', 'I')]",1,1
9573,Phoebe Buffay: You want it there? You take it there baby!,"Phoebe Buffay: Yeah, say my name. Say it! And now I'm going to cover you back up, and umm we're never doing this again.",Monica Geller: Uh Phoebe?,902,[],[],[],[],[],[],0,0
9574,Monica Geller: Uh Phoebe?,TRANSCRIPT_NOTE: End,"Phoebe Buffay: Yeah, say my name. Say it! And now I'm going to cover you back up, and umm we're never doing this again.",902,"['say my name', 'cover you back up']","['G', 'G']","['2', '2']","['I', 'I']","[('say my name', 'G', '2', 'I'), ('cover you back up', 'G', '2', 'I')]","[('say my name', 'G', '2', 'I'), ('cover you back up', 'G', '2', 'I')]",2,2
9575,"Phoebe Buffay: Yeah, say my name. Say it! And now I'm going to cover you back up, and umm we're never doing this again.",,TRANSCRIPT_NOTE: End,902,[],[],[],[],[],[],0,0
9576,,"Phoebe Buffay: Hey. Look, I know you've been really depressed lately, so I brought someone over to cheer you up. Right outside this door is a real, live, furry playmate.",TRANSCRIPT_NOTE: [Scene: Joey and...wait...just Joey's. Joey is sitting at the counter eating a pizza.],903,['pizza'],['M'],['1'],['T'],"[('pizza', 'M', '1', 'T')]",[],1,0
9577,TRANSCRIPT_NOTE: [Scene: Joey and...wait...just Joey's. Joey is sitting at the counter eating a pizza.],"Joey Tribbiani: No, I'm not sleeping with your friend Jane again.","Phoebe Buffay: Hey. Look, I know you've been really depressed lately, so I brought someone over to cheer you up. Right outside this door is a real, live, furry playmate.",903,[],[],[],[],[],[],0,0
9578,"Phoebe Buffay: Hey. Look, I know you've been really depressed lately, so I brought someone over to cheer you up. Right outside this door is a real, live, furry playmate.",TRANSCRIPT_NOTE: (Phoebe goes into the hall and brings a dog inside!),"Joey Tribbiani: No, I'm not sleeping with your friend Jane again.",903,"['sleeping with', 'sleeping with']","['O', 'T']","['2', '2']","['I', 'I']","[('sleeping with', 'O', '2', 'I'), ('sleeping with', 'T', '2', 'I')]","[('sleeping with', 'O', '2', 'I'), ('sleeping with', 'T', '2', 'I')]",2,2
9579,"Joey Tribbiani: No, I'm not sleeping with your friend Jane again.",Phoebe Buffay: He-hee!,TRANSCRIPT_NOTE: (Phoebe goes into the hall and brings a dog inside!),903,['dog'],['E'],['1'],['I'],"[('dog', 'E', '1', 'I')]",[],1,0
9580,TRANSCRIPT_NOTE: (Phoebe goes into the hall and brings a dog inside!),"Joey Tribbiani: Hey! A dog! Hi! Who, you got to admit, looks a lot like Jane.",Phoebe Buffay: He-hee!,903,['He-hee'],['G'],['3'],['I'],"[('He-hee', 'G', '3', 'I')]","[('He-hee', 'G', '3', 'I')]",1,1
9581,Phoebe Buffay: He-hee!,"Phoebe Buffay: This is the happiest dog in the world. I borrowed him from my friend Wendy. Now, you can only keep him until he cheers you up. And he will cheer you up!","Joey Tribbiani: Hey! A dog! Hi! Who, you got to admit, looks a lot like Jane.",903,['dog'],['E'],['1'],['T'],"[('dog', 'E', '1', 'T')]",[],1,0
9582,"Joey Tribbiani: Hey! A dog! Hi! Who, you got to admit, looks a lot like Jane.","Joey Tribbiani: Thanks so much, Pheebs! We are going to have so much fun, yes we are! Oh! Not that kind of fun.","Phoebe Buffay: This is the happiest dog in the world. I borrowed him from my friend Wendy. Now, you can only keep him until he cheers you up. And he will cheer you up!",903,[],[],[],[],[],[],0,0
9583,"Phoebe Buffay: This is the happiest dog in the world. I borrowed him from my friend Wendy. Now, you can only keep him until he cheers you up. And he will cheer you up!",,"Joey Tribbiani: Thanks so much, Pheebs! We are going to have so much fun, yes we are! Oh! Not that kind of fun.",903,['yes we are'],['F'],['2'],['I'],"[('yes we are', 'F', '2', 'I')]","[('yes we are', 'F', '2', 'I')]",1,1
9584,,Chandler Bing: Happy Valentine's!,TRANSCRIPT_NOTE: [Scene: Monica and Chandler's. Chandler enters with a bouquet of roses.],904,['roses'],['M'],['1'],['T'],"[('roses', 'M', '1', 'T')]",[],1,0
9585,TRANSCRIPT_NOTE: [Scene: Monica and Chandler's. Chandler enters with a bouquet of roses.],"Monica Geller: Okay! I'll be right out. I'm slipping into something a little less comfortable, and a little more slutty.",Chandler Bing: Happy Valentine's!,904,"[""Valentine's""]",['S'],['2'],['I'],"[(""Valentine's"", 'S', '2', 'I')]","[(""Valentine's"", 'S', '2', 'I')]",1,1
9586,Chandler Bing: Happy Valentine's!,Chandler Bing: 'Candy and Cookie'. 'Candy and Cookie?' Monica got me porn?! Girl-on-girl porn?! She really must love me!!,"Monica Geller: Okay! I'll be right out. I'm slipping into something a little less comfortable, and a little more slutty.",904,[],[],[],[],[],[],0,0
9587,"Monica Geller: Okay! I'll be right out. I'm slipping into something a little less comfortable, and a little more slutty.",TRANSCRIPT_NOTE: (A woman on TV breaths hard),Chandler Bing: 'Candy and Cookie'. 'Candy and Cookie?' Monica got me porn?! Girl-on-girl porn?! She really must love me!!,904,"['porn', 'porn', 'porn']","['M', 'O', 'T']","['3', '3', '3']","['I', 'I', 'I']","[('porn', 'M', '3', 'I'), ('porn', 'O', '3', 'I'), ('porn', 'T', '3', 'I')]","[('porn', 'M', '3', 'I'), ('porn', 'O', '3', 'I'), ('porn', 'T', '3', 'I')]",3,3
9588,Chandler Bing: 'Candy and Cookie'. 'Candy and Cookie?' Monica got me porn?! Girl-on-girl porn?! She really must love me!!,"Man On Tv: Yeah, just relax.",TRANSCRIPT_NOTE: (A woman on TV breaths hard),904,['breaths hard'],['G'],['2'],['I'],"[('breaths hard', 'G', '2', 'I')]","[('breaths hard', 'G', '2', 'I')]",1,1
9589,TRANSCRIPT_NOTE: (A woman on TV breaths hard),"Chandler Bing: I love you, St. Valentine.","Man On Tv: Yeah, just relax.",904,[],[],[],[],[],[],0,0
9590,"Man On Tv: Yeah, just relax.","TRANSCRIPT_NOTE: (The woman groans, moans, grunts, and screams. Chandler's eyes get huge!)","Chandler Bing: I love you, St. Valentine.",904,['St. Valentine'],['S'],['2'],['I'],"[('St. Valentine', 'S', '2', 'I')]","[('St. Valentine', 'S', '2', 'I')]",1,1
9591,"Chandler Bing: I love you, St. Valentine.","Chandler Bing: Woah, woah, that's not pretty!","TRANSCRIPT_NOTE: (The woman groans, moans, grunts, and screams. Chandler's eyes get huge!)",904,"['groans, moans, grunts, and screams']",['G'],['3'],['I'],"[('groans, moans, grunts, and screams', 'G', '3', 'I')]","[('groans, moans, grunts, and screams', 'G', '3', 'I')]",1,1
9592,"TRANSCRIPT_NOTE: (The woman groans, moans, grunts, and screams. Chandler's eyes get huge!)","Man On Tv: Now, push!","Chandler Bing: Woah, woah, that's not pretty!",904,"['Woah, woah']",['G'],['2'],['I'],"[('Woah, woah', 'G', '2', 'I')]","[('Woah, woah', 'G', '2', 'I')]",1,1
9593,"Chandler Bing: Woah, woah, that's not pretty!",Woman On Tv: Ow! Ow! Ooh! That hurts!,"Man On Tv: Now, push!",904,['push'],['G'],['1'],['I'],"[('push', 'G', '1', 'I')]",[],1,0
9594,"Man On Tv: Now, push!",Chandler Bing: Worst porn ever! Worst porn ever!,Woman On Tv: Ow! Ow! Ooh! That hurts!,904,[],[],[],[],[],[],0,0
9595,Woman On Tv: Ow! Ow! Ooh! That hurts!,Woman On Tv: Ohhh! Make it stop!,Chandler Bing: Worst porn ever! Worst porn ever!,904,"['porn', 'porn', 'porn']","['F', 'O', 'T']","['3', '3', '3']","['I', 'I', 'I']","[('porn', 'F', '3', 'I'), ('porn', 'O', '3', 'I'), ('porn', 'T', '3', 'I')]","[('porn', 'F', '3', 'I'), ('porn', 'O', '3', 'I'), ('porn', 'T', '3', 'I')]",3,3
9596,Chandler Bing: Worst porn ever! Worst porn ever!,Chandler Bing: I am trying!,Woman On Tv: Ohhh! Make it stop!,904,[],[],[],[],[],[],0,0
9597,Woman On Tv: Ohhh! Make it stop!,,Chandler Bing: I am trying!,904,['I am trying!'],['G'],['1'],['I'],"[('I am trying!', 'G', '1', 'I')]",[],1,0
9598,,"Joey Tribbiani: Get the ball, ready? Get the ball, get the ball! Well, you're cute, but you're not too smart!",TRANSCRIPT_NOTE: [Scene: Joey's. Joey is playing fetch with the dog.],905,"['dog', 'playing fetch']","['M', 'S']","['1', '1']","['I', 'I']","[('dog', 'M', '1', 'I'), ('playing fetch', 'S', '1', 'I')]",[],2,0
9599,TRANSCRIPT_NOTE: [Scene: Joey's. Joey is playing fetch with the dog.],TRANSCRIPT_NOTE: (The dog returns with a ball that looks exactly like the same one Joey has.),"Joey Tribbiani: Get the ball, ready? Get the ball, get the ball! Well, you're cute, but you're not too smart!",905,"['ball', 'Get the ball']","['M', 'G']","['1', '1']","['I', 'I']","[('ball', 'M', '1', 'I'), ('Get the ball', 'G', '1', 'I')]",[],2,0
9600,"Joey Tribbiani: Get the ball, ready? Get the ball, get the ball! Well, you're cute, but you're not too smart!",Joey Tribbiani: Did I just throw this?,TRANSCRIPT_NOTE: (The dog returns with a ball that looks exactly like the same one Joey has.),905,['ball'],['M'],['1'],['T'],"[('ball', 'M', '1', 'T')]",[],1,0
9601,TRANSCRIPT_NOTE: (The dog returns with a ball that looks exactly like the same one Joey has.),Rachel Green: Hi.,Joey Tribbiani: Did I just throw this?,905,['throw'],['M'],['1'],['I'],"[('throw', 'M', '1', 'I')]",[],1,0
9602,Joey Tribbiani: Did I just throw this?,Joey Tribbiani: Hi.,Rachel Green: Hi.,905,['Hi'],['G'],['1'],['I'],"[('Hi', 'G', '1', 'I')]",[],1,0
9603,Rachel Green: Hi.,Rachel Green: I accidentally packed these with my stuff. Who is this?,Joey Tribbiani: Hi.,905,['Hi'],['G'],['1'],['I'],"[('Hi', 'G', '1', 'I')]",[],1,0
9604,Joey Tribbiani: Hi.,"Joey Tribbiani: Oh, that's, uh, that's Phoebe's friend's dog. I don't know what his real name is, but I call him Mozzarella.",Rachel Green: I accidentally packed these with my stuff. Who is this?,905,['these'],['M'],['1'],['T'],"[('these', 'M', '1', 'T')]",[],1,0
9605,Rachel Green: I accidentally packed these with my stuff. Who is this?,"Rachel Green: Oh, well, you are so cute! I wish I could play with you more, but I've got to go to work! I hope I stop talking like this before my marketing meeting, yes I do. Yes I do. Bye-bye, Joey. Oh, I seriously can't stop it.","Joey Tribbiani: Oh, that's, uh, that's Phoebe's friend's dog. I don't know what his real name is, but I call him Mozzarella.",905,['Mozzarella'],['M'],['2'],['I'],"[('Mozzarella', 'M', '2', 'I')]","[('Mozzarella', 'M', '2', 'I')]",1,1
9606,"Joey Tribbiani: Oh, that's, uh, that's Phoebe's friend's dog. I don't know what his real name is, but I call him Mozzarella.","Joey Tribbiani: C'mere. Hey. C'mere. That's Rachel. She's the one who used to live here. Might as well be honest with you-we love her. But we can't have her. I really miss her. Well, hey, you understand, right? You're a guy. Well, you used to be.","Rachel Green: Oh, well, you are so cute! I wish I could play with you more, but I've got to go to work! I hope I stop talking like this before my marketing meeting, yes I do. Yes I do. Bye-bye, Joey. Oh, I seriously can't stop it.",905,"['work', 'marketing meeting']","['S', 'S']","['1', '2']","['F', 'F']","[('work', 'S', '1', 'F'), ('marketing meeting', 'S', '2', 'F')]","[('marketing meeting', 'S', '2', 'F')]",2,1
9607,"Rachel Green: Oh, well, you are so cute! I wish I could play with you more, but I've got to go to work! I hope I stop talking like this before my marketing meeting, yes I do. Yes I do. Bye-bye, Joey. Oh, I seriously can't stop it.",,"Joey Tribbiani: C'mere. Hey. C'mere. That's Rachel. She's the one who used to live here. Might as well be honest with you-we love her. But we can't have her. I really miss her. Well, hey, you understand, right? You're a guy. Well, you used to be.",905,"[""C'mere"", 'you used to be']","['G', 'G']","['2', '1']","['I', 'I']","[(""C'mere"", 'G', '2', 'I'), ('you used to be', 'G', '1', 'I')]","[(""C'mere"", 'G', '2', 'I')]",2,1
9608,,Phoebe Buffay: How could you not tell Mona that Rachel is living with you?,TRANSCRIPT_NOTE: [Scene: Central Perk. Ross and Phoebe are sitting on the couch.],906,[],[],[],[],[],[],0,0
9609,TRANSCRIPT_NOTE: [Scene: Central Perk. Ross and Phoebe are sitting on the couch.],"Ross Geller: I don't know, she seemed to think it was such a crazy idea! Um, plus, she, uh, she got me taffy!",Phoebe Buffay: How could you not tell Mona that Rachel is living with you?,906,[],[],[],[],[],[],0,0
9610,Phoebe Buffay: How could you not tell Mona that Rachel is living with you?,"Phoebe Buffay: Taffy, really? I've never had any.","Ross Geller: I don't know, she seemed to think it was such a crazy idea! Um, plus, she, uh, she got me taffy!",906,['taffy'],['M'],['2'],['T'],"[('taffy', 'M', '2', 'T')]","[('taffy', 'M', '2', 'T')]",1,1
9611,"Ross Geller: I don't know, she seemed to think it was such a crazy idea! Um, plus, she, uh, she got me taffy!",Ross Geller: Ever?!,"Phoebe Buffay: Taffy, really? I've never had any.",906,['taffy'],['M'],['3'],['T'],"[('taffy', 'M', '3', 'T')]","[('taffy', 'M', '3', 'T')]",1,1
9612,"Phoebe Buffay: Taffy, really? I've never had any.","Phoebe Buffay: Well, I think my mother was too busy planning her suicide to provide saltwater treats. Thank you! So what, you're just never going to tell her?",Ross Geller: Ever?!,906,['Ever'],['G'],['1'],['I'],"[('Ever', 'G', '1', 'I')]",[],1,0
9613,Ross Geller: Ever?!,"Ross Geller: Oh, no, no, no, I will! I just want to butter her up, first! You know, I'm going to take her to an amazing Valentine's dinner. Do all this romantic stuff, and then, just when she thinks I'm the best boyfriend in the world, then I'm going to tell her that my pregnant ex-girlfriend is living with me.","Phoebe Buffay: Well, I think my mother was too busy planning her suicide to provide saltwater treats. Thank you! So what, you're just never going to tell her?",906,['planning her suicide'],['O'],['3'],['I'],"[('planning her suicide', 'O', '3', 'I')]","[('planning her suicide', 'O', '3', 'I')]",1,1
9614,"Phoebe Buffay: Well, I think my mother was too busy planning her suicide to provide saltwater treats. Thank you! So what, you're just never going to tell her?","Phoebe Buffay: she's a lucky, lucky lady! So, where are you going to-what the mother of crap is up with this stuff? Oh, God. Is it gum, is it food? What's the deal? Oh, it's nice! May I try a pink one?","Ross Geller: Oh, no, no, no, I will! I just want to butter her up, first! You know, I'm going to take her to an amazing Valentine's dinner. Do all this romantic stuff, and then, just when she thinks I'm the best boyfriend in the world, then I'm going to tell her that my pregnant ex-girlfriend is living with me.",906,[],[],[],[],[],[],0,0
9615,"Ross Geller: Oh, no, no, no, I will! I just want to butter her up, first! You know, I'm going to take her to an amazing Valentine's dinner. Do all this romantic stuff, and then, just when she thinks I'm the best boyfriend in the world, then I'm going to tell her that my pregnant ex-girlfriend is living with me.",,"Phoebe Buffay: she's a lucky, lucky lady! So, where are you going to-what the mother of crap is up with this stuff? Oh, God. Is it gum, is it food? What's the deal? Oh, it's nice! May I try a pink one?",906,[],[],[],[],[],[],0,0
9616,,"Rachel Green: You're going to have a baby, and you need to be prepared. Now, you're going to make yourself watch the whole thing. Just do it!",TRANSCRIPT_NOTE: [Scene: Ross and Rachel's. Rachel is standing in front of the TV holding a video.],907,['tape'],['M'],['1'],['T'],"[('tape', 'M', '1', 'T')]",[],1,0
9617,TRANSCRIPT_NOTE: [Scene: Ross and Rachel's. Rachel is standing in front of the TV holding a video.],Woman On Tv: I came to the big city to become a star! I'll do...anything to make that happen!,"Rachel Green: You're going to have a baby, and you need to be prepared. Now, you're going to make yourself watch the whole thing. Just do it!",907,['have a baby'],['S'],['1'],['I'],"[('have a baby', 'S', '1', 'I')]",[],1,0
9618,"Rachel Green: You're going to have a baby, and you need to be prepared. Now, you're going to make yourself watch the whole thing. Just do it!",Man On Tv: Anything?,Woman On Tv: I came to the big city to become a star! I'll do...anything to make that happen!,907,"['big city', 'star']","['S', 'I']","['2', '2']","['I', 'I']","[('big city', 'S', '2', 'I'), ('star', 'I', '2', 'I')]","[('big city', 'S', '2', 'I'), ('star', 'I', '2', 'I')]",2,2
9619,Woman On Tv: I came to the big city to become a star! I'll do...anything to make that happen!,TRANSCRIPT_NOTE: (Music starts playing...yes...you know what kind of music...),Man On Tv: Anything?,907,['Man On Tv'],['S'],['2'],['I'],"[('Man On Tv', 'S', '2', 'I')]","[('Man On Tv', 'S', '2', 'I')]",1,1
9620,Man On Tv: Anything?,Rachel Green: Hmm...maybe it starts with how she gets pregnant.,TRANSCRIPT_NOTE: (Music starts playing...yes...you know what kind of music...),907,['yes...you know what kind of music'],[''],['3'],['I'],"[('yes...you know what kind of music', '', '3', 'I')]","[('yes...you know what kind of music', '', '3', 'I')]",1,1
9621,TRANSCRIPT_NOTE: (Music starts playing...yes...you know what kind of music...),TRANSCRIPT_NOTE: End,Rachel Green: Hmm...maybe it starts with how she gets pregnant.,907,"['gets pregnant', 'gets pregnant']","['S', 'T']","['1', '1']","['I', 'I']","[('gets pregnant', 'S', '1', 'I'), ('gets pregnant', 'T', '1', 'I')]",[],2,0
9622,Rachel Green: Hmm...maybe it starts with how she gets pregnant.,,TRANSCRIPT_NOTE: End,907,[],[],[],[],[],[],0,0
9623,,"Joey Tribbiani: Okay. Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight. Take a couple deep breaths. Look confident.","TRANSCRIPT_NOTE: [Scene: Outside Ross and Rachel's, Joey walks up to knock on the door, but stops.]",908,[],[],[],[],[],[],0,0
9624,"TRANSCRIPT_NOTE: [Scene: Outside Ross and Rachel's, Joey walks up to knock on the door, but stops.]",Rachel Green: Joey? What's up?,"Joey Tribbiani: Okay. Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight. Take a couple deep breaths. Look confident.",908,"['stand up straight', 'take a couple deep breaths', 'look confident']","['G', 'G', 'G']","['1', '1', '1']","['I', 'I', 'I']","[('stand up straight', 'G', '1', 'I'), ('take a couple deep breaths', 'G', '1', 'I'), ('look confident', 'G', '1', 'I')]",[],3,0
9625,"Joey Tribbiani: Okay. Okay, I can do this. I can tell her how I feel. Just uh, just stand up straight. Take a couple deep breaths. Look confident.","Joey Tribbiani: I uh, I just came by because I-I want to talk to you about something.",Rachel Green: Joey? What's up?,908,[],[],[],[],[],[],0,0
9626,Rachel Green: Joey? What's up?,Rachel Green: Okay what's up?,"Joey Tribbiani: I uh, I just came by because I-I want to talk to you about something.",908,[],[],[],[],[],[],0,0
9627,"Joey Tribbiani: I uh, I just came by because I-I want to talk to you about something.",Joey Tribbiani: Here? In the hall? What are we animals?,Rachel Green: Okay what's up?,908,"[""Okay what's up?""]",['S'],['1'],['I'],"[(""Okay what's up?"", 'S', '1', 'I')]",[],1,0
